org.h2.engine.Database.initMetaTables()V,0.005
org.h2.engine.Database.findSchema(Ljava/lang/String;)Lorg/h2/schema/Schema;,0
org.h2.command.Parser.findSchema(Ljava/lang/String;)Lorg/h2/schema/Schema;,0
org.h2.command.Parser.readTableFilter()Lorg/h2/table/TableFilter;,0
org.h2.command.Parser.parseSelectFromPart(Lorg/h2/command/dml/Select;)V,0
org.h2.command.Parser.parseSelect()Lorg/h2/command/dml/Select;,0.005
org.h2.command.Parser.parseQuerySub()Lorg/h2/command/dml/Query;,0
org.h2.command.Parser.parseSelectUnion()Lorg/h2/command/dml/Query;,0
org.h2.command.Parser.parseQuery()Lorg/h2/command/dml/Query;,0
org.h2.command.Parser.parsePrepared()Lorg/h2/command/Prepared;,0
org.h2.command.Parser.parse(Ljava/lang/String;Z)Lorg/h2/command/Prepared;,0
org.h2.command.Parser.parse(Ljava/lang/String;)Lorg/h2/command/Prepared;,0
org.h2.command.Parser.prepareCommand(Ljava/lang/String;)Lorg/h2/command/Command;,0.005
org.h2.engine.Session.prepareLocal(Ljava/lang/String;)Lorg/h2/command/Command;,0
org.h2.engine.Session.prepareCommand(Ljava/lang/String;I)Lorg/h2/command/CommandInterface;,0
org.h2.jdbc.JdbcConnection.prepareCommand(Ljava/lang/String;I)Lorg/h2/command/CommandInterface;,0
org.h2.jdbc.JdbcPreparedStatement.<init>(Lorg/h2/jdbc/JdbcConnection;Ljava/lang/String;IIIZLjava/lang/Object;)V,0
org.h2.jdbc.JdbcConnection.prepareStatement(Ljava/lang/String;)Ljava/sql/PreparedStatement;,0
org.h2.pagestore.db.LobStorageBackend.init()V,0
org.h2.engine.Database.open(IILorg/h2/engine/ConnectionInfo;)V,0
org.h2.engine.Database.openDatabase(IIZLorg/h2/engine/ConnectionInfo;)V,0
org.h2.engine.Database.<init>(Lorg/h2/engine/ConnectionInfo;Ljava/lang/String;)V,0.005
org.h2.engine.Engine.openSession(Lorg/h2/engine/ConnectionInfo;ZZLjava/lang/String;)Lorg/h2/engine/Session;,0.005
org.h2.engine.Engine.openSession(Lorg/h2/engine/ConnectionInfo;)Lorg/h2/engine/Session;,0
org.h2.engine.Engine.createSessionAndValidate(Lorg/h2/engine/ConnectionInfo;)Lorg/h2/engine/Session;,0
org.h2.engine.Engine.createSession(Lorg/h2/engine/ConnectionInfo;)Lorg/h2/engine/Session;,0
org.h2.engine.Engine.createSession(Lorg/h2/engine/ConnectionInfo;)Lorg/h2/engine/SessionInterface;,0
org.h2.engine.SessionRemote.connectEmbeddedOrServer(Z)Lorg/h2/engine/SessionInterface;,0
org.h2.jdbc.JdbcConnection.<init>(Lorg/h2/engine/ConnectionInfo;Z)V,0.005
org.h2.jdbc.JdbcConnection.<init>(Ljava/lang/String;Ljava/util/Properties;Lorg/h2/store/FileLockMethod;Ljava/lang/String;Ljava/lang/String;IZZZI)V,0
edu.cmu.cs.mvelezce.bench.RunBenchC.run([Ljava/lang/String;)V,0.016
edu.cmu.cs.mvelezce.bench.RunBenchC.main([Ljava/lang/String;)V,0

